level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	10	6	1449	707	81	28	93.299004	Take
5	1	1	1	10	7	1547	707	79	29	86.705978	10ml
5	1	1	1	10	8	1638	707	40	37	96.954994	by
5	1	1	1	10	9	1691	707	105	28	96.768150	mouth
5	1	1	1	10	10	1808	716	90	28	96.335747	every
5	1	1	1	10	11	1910	707	53	29	96.245163	6-8
5	1	1	1	10	12	1977	707	89	28	96.245163	hours
5	1	1	1	10	13	2080	716	31	19	96.893570	as
5	1	1	1	10	14	2124	707	117	28	96.503914	needed
5	1	1	1	10	15	2254	707	47	28	96.710915	for
4	1	1	1	11	0	193	755	1325	37	-1	
5	1	1	1	11	1	193	755	52	29	96.625229	2%
5	1	1	1	11	2	258	755	123	28	96.389900	viscous
5	1	1	1	11	3	395	755	131	28	96.801369	solution
5	1	1	1	11	4	961	755	90	28	96.616592	hours
5	1	1	1	11	5	1065	764	31	19	96.650146	as
5	1	1	1	11	6	1448	755	70	37	96.979233	pain
4	1	1	1	12	0	961	803	116	28	-1	
5	1	1	1	12	1	961	803	116	28	96.303802	needed
4	1	1	1	13	0	642	854	1375	37	-1	
5	1	1	1	13	1	642	854	114	37	96.135925	400mg
5	1	1	1	13	2	768	854	41	37	96.135925	by
5	1	1	1	13	3	961	854	102	28	96.301598	Twice
5	1	1	1	13	4	1076	854	81	37	96.756256	daily
5	1	1	1	13	5	1449	854	81	28	96.025757	Take
5	1	1	1	13	6	1547	854	11	28	65.246231	|
5	1	1	1	13	7	1574	854	48	28	96.170593	tab
5	1	1	1	13	8	1634	854	41	37	96.602592	by
5	1	1	1	13	9	1687	854	105	28	96.493973	mouth
5	1	1	1	13	10	1804	854	19	28	96.618568	2
5	1	1	1	13	11	1835	854	87	28	96.194077	times
5	1	1	1	13	12	1936	854	81	37	96.433594	daily
4	1	1	1	14	0	192	902	556	37	-1	
5	1	1	1	14	1	192	902	196	37	96.454895	Magnesium
5	1	1	1	14	2	400	902	90	28	96.761978	oxide
5	1	1	1	14	3	642	902	106	28	96.939796	mouth
4	1	1	1	15	0	193	950	166	35	-1	
5	1	1	1	15	1	193	950	166	35	90.815140	(Mag-Ox)
4	1	1	1	16	0	643	1001	1660	37	-1	
5	1	1	1	16	1	643	1001	113	37	95.928978	500mg
5	1	1	1	16	2	768	1001	41	37	96.700417	by
5	1	1	1	16	3	961	1001	98	37	96.436333	Every
5	1	1	1	16	4	1071	1001	58	37	96.284729	day
5	1	1	1	16	5	1449	1001	81	28	96.961266	Take
5	1	1	1	16	6	1547	1001	11	28	88.431793	|
5	1	1	1	16	7	1574	1001	48	28	96.146477	tab
5	1	1	1	16	8	1634	1001	41	37	96.146477	by
5	1	1	1	16	9	1687	1001	105	28	96.331100	mouth
5	1	1	1	16	10	1805	1010	90	28	96.377563	every
5	1	1	1	16	11	1906	1001	139	37	96.055283	morning
5	1	1	1	16	12	2059	1001	72	28	96.854744	with
5	1	1	1	16	13	2142	1001	161	28	96.444046	breakfast.
4	1	1	1	17	0	192	1049	556	37	-1	
5	1	1	1	17	1	192	1049	392	37	91.701591	Metformin/Glucophage
5	1	1	1	17	2	609	1045	20	46	85.501427	|
5	1	1	1	17	3	642	1049	106	28	96.633354	mouth
4	1	1	1	18	0	192	1097	52	28	-1	
5	1	1	1	18	1	192	1097	52	28	95.941063	ER
4	1	1	1	19	0	192	1148	942	37	-1	
5	1	1	1	19	1	192	1148	161	28	93.292519	Naloxone
5	1	1	1	19	2	364	1148	131	29	93.052864	/Narcan
5	1	1	1	19	3	642	1148	170	37	91.480171	4mg/nasal
5	1	1	1	19	4	826	1157	86	28	96.346848	spray
5	1	1	1	19	5	933	1144	16	46	96.623810	|
5	1	1	1	19	6	961	1148	43	28	95.993988	As
5	1	1	1	19	7	1017	1148	117	28	96.133583	needed
4	1	1	1	20	0	1449	1195	910	37	-1	
5	1	1	1	20	1	1449	1195	67	29	95.963432	Call
5	1	1	1	20	2	1529	1195	68	29	94.323250	911.
5	1	1	1	20	3	1612	1195	186	28	96.586349	Administer
5	1	1	1	20	4	1811	1204	16	19	96.714073	a
5	1	1	1	20	5	1840	1195	96	37	96.306702	single
5	1	1	1	20	6	1950	1204	86	28	96.521645	spray
5	1	1	1	20	7	2049	1195	36	28	96.647934	of
5	1	1	1	20	8	2095	1195	151	28	96.086716	naloxone
5	1	1	1	20	9	2258	1195	31	28	96.086716	in
5	1	1	1	20	10	2301	1204	58	19	96.128174	one
4	1	1	1	21	0	1449	1243	843	37	-1	
5	1	1	1	21	1	1449	1243	112	28	96.340172	nostril.
5	1	1	1	21	2	1576	1243	114	37	96.935699	Repeat
5	1	1	1	21	3	1703	1243	74	28	96.746651	after
5	1	1	1	21	4	1789	1243	52	29	96.594948	2-3
5	1	1	1	21	5	1855	1243	129	28	96.504044	minutes
5	1	1	1	21	6	1998	1252	31	19	96.426300	as
5	1	1	1	21	7	2042	1243	116	28	96.869171	needed
5	1	1	1	21	8	2171	1243	26	28	96.976128	if
5	1	1	1	21	9	2207	1252	39	19	95.571457	no
5	1	1	1	21	10	2259	1252	33	19	96.717293	or
4	1	1	1	22	0	1449	1291	832	29	-1	
5	1	1	1	22	1	1449	1291	136	28	96.405434	minimal
5	1	1	1	22	2	1597	1300	153	19	96.391411	response.
5	1	1	1	22	3	1765	1291	62	29	96.780815	Use
5	1	1	1	22	4	1840	1300	67	19	96.659012	new
5	1	1	1	22	5	1920	1291	106	28	96.659012	device
5	1	1	1	22	6	2039	1291	47	28	96.560936	for
5	1	1	1	22	7	2098	1291	74	28	96.934830	each
5	1	1	1	22	8	2186	1300	95	19	96.728722	spray.
4	1	1	1	23	0	170	1331	2229	96	-1	
5	1	1	1	23	1	166	1281	414	207	4.738815	mmc,
5	1	1	1	23	2	614	1281	173	207	19.209335	[Sar
5	1	1	1	23	3	838	1281	191	207	0.000000	—_[E
5	1	1	1	23	4	1149	1331	87	96	0.000000	|
5	1	1	1	23	5	1239	1331	1160	96	0.000000	[Eres
4	1	1	1	24	0	193	1386	1391	43	-1	
5	1	1	1	24	1	193	1390	187	29	96.921013	Olanzapine
5	1	1	1	24	2	394	1390	173	35	93.084831	(Zyprexa
5	1	1	1	24	3	547	1386	22	43	93.036118	)
5	1	1	1	24	4	642	1386	106	43	96.690666	mouth
5	1	1	1	24	5	1449	1390	135	28	96.796165	disorder
4	1	1	1	25	0	170	1430	2229	96	-1	
5	1	1	1	25	1	166	1380	380	207	0.000000	menaen
5	1	1	1	25	2	614	1380	173	207	39.264694	[ee
5	1	1	1	25	3	907	1380	243	207	37.350674	[ae
5	1	1	1	25	4	1235	1380	87	207	69.871902	|
5	1	1	1	25	5	1442	1380	311	207	36.949699	ee
4	1	1	1	26	0	193	1489	1538	35	-1	
5	1	1	1	26	1	193	1489	224	29	91.589096	Ondansetron/
5	1	1	1	26	2	427	1489	112	28	91.502853	Zofran
5	1	1	1	26	3	642	1489	106	28	96.784996	mouth
5	1	1	1	26	4	962	1498	31	19	96.748833	as
5	1	1	1	26	5	1006	1489	116	28	96.732819	needed
5	1	1	1	26	6	1449	1489	282	35	90.588432	nausea/vomiting.
4	1	1	1	27	0	170	1529	2229	96	-1	
5	1	1	1	27	1	166	1479	294	207	25.516441	Pore
5	1	1	1	27	2	614	1479	260	207	13.978531	[eee
5	1	1	1	27	3	942	1479	380	207	26.430885	[|
5	1	1	1	27	4	1425	1479	208	207	25.985146	[a
5	1	1	1	27	5	1427	1529	972	96	9.030190	ear
4	1	1	1	28	0	170	1628	2229	96	-1	
5	1	1	1	28	1	166	1578	242	207	31.063324	mt
5	1	1	1	28	2	614	1578	225	207	38.390079	OO
5	1	1	1	28	3	942	1578	208	207	37.513695	Ee
5	1	1	1	28	4	1235	1578	70	207	66.051262	|
5	1	1	1	28	5	1546	1578	225	207	32.867752	ES
4	1	1	1	29	0	192	1687	1572	35	-1	
5	1	1	1	29	1	192	1687	283	28	92.765244	Prochlorperazine
5	1	1	1	29	2	962	1696	31	19	96.464394	as
5	1	1	1	29	3	1006	1687	116	28	96.607742	needed
5	1	1	1	29	4	1449	1696	112	19	95.792595	nausea
5	1	1	1	29	5	1573	1696	33	19	96.827530	or
5	1	1	1	29	6	1618	1687	146	35	96.397308	vomiting
4	1	1	1	30	0	170	1826	2229	48	-1	
5	1	1	1	30	1	170	1826	230	48	0.000000	a
4	1	1	1	31	0	200	1924	2120	29	-1	
5	1	1	1	31	1	200	1924	59	23	95.356369	BID
5	1	1	1	31	2	269	1934	17	10	94.939316	=
5	1	1	1	31	3	296	1924	113	24	94.939316	TWICE
5	1	1	1	31	4	419	1924	106	23	96.027855	DAILY
5	1	1	1	31	5	962	1924	13	14	92.933594	*
5	1	1	1	31	6	987	1924	38	24	95.566475	SL
5	1	1	1	31	7	1035	1934	18	10	95.502586	=
5	1	1	1	31	8	1063	1924	62	24	96.464081	SUB
5	1	1	1	31	9	1136	1924	153	24	96.653694	LINGUAL
5	1	1	1	31	10	1885	1924	74	29	96.078835	QOD
5	1	1	1	31	11	1969	1934	17	10	96.321518	=
5	1	1	1	31	12	1995	1924	116	24	96.303375	EVERY
5	1	1	1	31	13	2121	1924	120	24	96.377693	OTHER
5	1	1	1	31	14	2249	1924	71	23	96.064873	DAY
4	1	1	1	32	0	201	1962	1955	24	-1	
5	1	1	1	32	1	201	1962	58	23	96.287285	TID
5	1	1	1	32	2	269	1972	17	10	96.548546	=
5	1	1	1	32	3	296	1962	115	23	95.030685	THREE
5	1	1	1	32	4	421	1962	105	24	96.452133	TIMES
5	1	1	1	32	5	536	1962	107	23	96.101753	DAILY
5	1	1	1	32	6	962	1962	13	14	92.626259	*
5	1	1	1	32	7	986	1962	44	23	94.787125	PR
5	1	1	1	32	8	1039	1972	18	10	95.638641	=
5	1	1	1	32	9	1066	1962	66	23	94.822624	PER
5	1	1	1	32	10	1141	1962	147	24	95.402382	RECTUM
5	1	1	1	32	11	1845	1962	24	24	93.290520	@
5	1	1	1	32	12	1881	1962	73	24	95.684799	NOC
5	1	1	1	32	13	1964	1972	18	10	49.820042	=
5	1	1	1	32	14	1991	1962	45	23	49.820042	AT
5	1	1	1	32	15	2046	1962	110	24	95.797348	NIGHT
4	1	1	1	33	0	193	2001	1952	29	-1	
5	1	1	1	33	1	193	2001	61	29	91.946167	QID
5	1	1	1	33	2	264	2011	17	10	96.083008	=
5	1	1	1	33	3	291	2001	94	24	96.083008	FOUR
5	1	1	1	33	4	394	2001	106	24	96.215721	TIMES
5	1	1	1	33	5	509	2001	107	23	96.320808	DAILY
5	1	1	1	33	6	962	2001	13	14	92.786682	*
5	1	1	1	33	7	986	2001	68	24	95.254471	TOP
5	1	1	1	33	8	1063	2011	18	10	95.254471	=
5	1	1	1	33	9	1090	2001	150	24	96.100761	TOPICAL
5	1	1	1	33	10	1909	2001	43	24	96.689842	HS
5	1	1	1	33	11	1962	2011	18	10	96.729576	=
5	1	1	1	33	12	1989	2001	156	23	96.325691	BEDTIME
4	1	1	1	34	0	313	2091	1378	38	-1	
5	1	1	1	34	1	313	2092	15	17	92.960564	*
5	1	1	1	34	2	344	2091	138	30	95.943474	Contact
5	1	1	1	34	3	494	2092	54	29	92.470161	the
5	1	1	1	34	4	560	2091	189	38	91.137100	Delegating
5	1	1	1	34	5	761	2092	165	29	91.948418	RN-Refer
5	1	1	1	34	6	937	2096	31	24	96.686554	to
5	1	1	1	34	7	980	2092	95	29	96.753891	WAC
5	1	1	1	34	8	1088	2092	213	29	95.563568	246-840-910
5	1	1	1	34	9	1314	2092	48	28	96.834938	for
5	1	1	1	34	10	1373	2092	171	37	96.700157	delegating
5	1	1	1	34	11	1557	2092	66	28	96.835281	task
5	1	1	1	34	12	1634	2092	57	28	95.546547	list.
4	1	1	1	35	0	302	2189	1749	45	-1	
5	1	1	1	35	1	302	2189	244	36	96.117180	CURRENT
5	1	1	1	35	2	560	2189	68	35	94.978180	AT
5	1	1	1	35	3	643	2190	131	34	96.170578	TIME
5	1	1	1	35	4	789	2189	66	36	95.885170	OF
5	1	1	1	35	5	869	2189	330	36	95.885170	ASSESSMENT
5	1	1	1	35	6	1215	2189	152	36	96.338120	ONLY.
5	1	1	1	35	7	1384	2190	122	35	96.087921	These
5	1	1	1	35	8	1520	2200	67	25	96.624077	are
5	1	1	1	35	9	1601	2193	70	41	96.223404	not
5	1	1	1	35	10	1684	2189	212	45	96.779251	Discharge
5	1	1	1	35	11	1911	2200	46	25	96.589943	or
5	1	1	1	35	12	1970	2190	81	34	96.794510	MD
4	1	1	1	36	0	301	2246	1888	45	-1	
5	1	1	1	36	1	301	2247	151	43	95.980240	orders;
5	1	1	1	36	2	469	2247	89	44	96.355797	they
5	1	1	1	36	3	573	2257	67	25	96.770645	are
5	1	1	1	36	4	655	2246	103	45	92.864479	Only
5	1	1	1	36	5	760	2242	23	54	96.803925	a
5	1	1	1	36	6	810	2246	63	36	96.803925	list
5	1	1	1	36	7	887	2246	43	36	96.702583	of
5	1	1	1	36	8	941	2246	258	36	96.478828	Medications
5	1	1	1	36	9	1214	2246	112	45	96.741211	given
5	1	1	1	36	10	1341	2250	40	32	96.586441	at
5	1	1	1	36	11	1395	2247	64	35	96.586441	the
5	1	1	1	36	12	1474	2246	92	36	96.776123	time
5	1	1	1	36	13	1581	2246	43	36	96.413177	of
5	1	1	1	36	14	1635	2247	64	35	96.413177	the
5	1	1	1	36	15	1713	2246	255	36	96.335815	Assessment.
5	1	1	1	36	16	1984	2247	86	35	96.027367	You
5	1	1	1	36	17	2085	2250	104	32	96.027367	must
4	1	1	1	37	0	301	2304	406	36	-1	
5	1	1	1	37	1	301	2304	135	36	95.934036	obtain
5	1	1	1	37	2	450	2305	81	34	95.934036	MD
5	1	1	1	37	3	547	2304	160	36	96.365730	Orders.
4	1	1	1	38	0	301	2966	1948	46	-1	
5	1	1	1	38	1	301	2970	106	28	96.380173	Name:
5	1	1	1	38	2	433	2970	130	28	96.880653	Heather
5	1	1	1	38	3	575	2970	85	28	96.591476	Dean
5	1	1	1	38	4	841	2966	118	46	96.244186	Morrill
5	1	1	1	38	5	1221	2970	95	29	95.263290	DOB:
5	1	1	1	38	6	1343	2970	165	29	96.689430	3/15/1959
5	1	1	1	38	7	1813	2970	85	28	96.773834	Date:
5	1	1	1	38	8	1918	2970	181	29	96.831955	10/30/2025
5	1	1	1	38	9	2230	2970	19	28	97.010582	4
4	1	1	1	39	0	301	3018	423	37	-1	
5	1	1	1	39	1	301	3018	164	37	96.535286	Prepared
5	1	1	1	39	2	477	3018	43	37	93.299957	by
5	1	1	1	39	3	531	3018	193	29	92.042580	RN-XXXX
